id,name,type,traffic_volume,speed_limit,lanes,latitude,longitude
9086,CHOWK AREA GUJRAT Pakistan #9086,Residential,4991,50,2,32.5768546,74.085204
9087,NEAR SCHOOL ROAD GUJRAT Pakistan #9087,Highway,3977,100,2,32.5380958,74.0986918
9088,NEAR BUS STOP GUJRAT Pakistan #9088,Rural,3977,60,2,32.5730725,74.1005044
9089,BHIMBER ROAD GUJRAT Pakistan #9089,Residential,2439,100,6,32.5730725,74.1005044
9090,GT ROAD GUJRAT Pakistan #9090,Highway,4722,100,6,32.5832432,74.0469324
9091,BHIMBER ROAD GUJRAT Pakistan #9091,Rural,1068,80,3,32.5625405,74.0797928
9092,GT ROAD GUJRAT Pakistan #9092,Arterial,858,30,6,32.6150889,74.0253693
9093,GT ROAD GUJRAT Pakistan #9093,Residential,4366,50,4,32.6321074,74.2113292
9094,UNIVERSITY ROAD GUJRAT Pakistan #9094,Highway,1227,50,6,32.5626069,74.0517515
9095,NEAR BUS STOP GUJRAT Pakistan #9095,Highway,1451,60,1,32.6916471,74.1286799
9096,NEAR PSO PUMP GUJRAT Pakistan #9096,Arterial,3699,60,3,32.5629273,74.1606956
9097,GT ROAD GUJRAT Pakistan #9097,Residential,2576,120,3,32.5449782,74.0909602
9098,JALALPUR JATTAN ROAD GUJRAT Pakistan #9098,Residential,2279,80,5,32.5912741,74.1841138
9099,GT ROAD GUJRAT Pakistan #9099,Rural,2311,120,2,32.5897727,74.0514371
9100,NEAR BUS STOP GUJRAT Pakistan #9100,Highway,3286,80,5,32.5723863,74.0683129
9101,NEAR BUS STOP GUJRAT Pakistan #9101,Arterial,809,120,2,32.50873,74.0072379
9102,GT ROAD GUJRAT Pakistan #9102,Residential,2515,50,1,32.5794828,74.0964961
9103,NEAR SCHOOL ROAD GUJRAT Pakistan #9103,Arterial,3303,60,3,32.5530847,74.0877156
9104,BHIMBER ROAD GUJRAT Pakistan #9104,Highway,3484,60,4,32.5093675,74.0971763
9105,NEAR SCHOOL ROAD GUJRAT Pakistan #9105,Arterial,5023,100,1,32.5730725,74.1005044
9106,DINGA ROAD GUJRAT Pakistan #9106,Residential,4028,120,3,32.6097075,74.0787731
9107,NEAR SCHOOL ROAD GUJRAT Pakistan #9107,Residential,5192,80,2,32.5588588,74.0433025
9108,NEAR MARKET GUJRAT Pakistan #9108,Arterial,4721,60,6,32.6357563,74.1898267
9109,UNIVERSITY ROAD GUJRAT Pakistan #9109,Residential,4898,60,6,32.6242755,74.0804765
9110,BHIMBER ROAD GUJRAT Pakistan #9110,Residential,1320,120,6,32.5742463,74.0824823
9111,NEAR PSO PUMP GUJRAT Pakistan #9111,Highway,3933,40,3,32.5729112,74.0739545
9112,SERVICE ROAD GUJRAT Pakistan #9112,Rural,2564,120,5,32.5826081,74.046759
9113,VILLAGE LINK ROAD GUJRAT Pakistan #9113,Highway,3854,30,2,32.5624664,74.0644355
9114,NEAR PSO PUMP GUJRAT Pakistan #9114,Highway,1740,40,2,32.6114598,74.1505122
9115,NEAR BUS STOP GUJRAT Pakistan #9115,Highway,2398,60,6,32.5754138,74.0638213
9116,NEAR SCHOOL ROAD GUJRAT Pakistan #9116,Arterial,2037,50,1,32.5862974,74.0567177
9117,VILLAGE LINK ROAD GUJRAT Pakistan #9117,Highway,4707,120,6,32.6245827,74.1730541
9118,NEAR MARKET GUJRAT Pakistan #9118,Residential,3448,120,3,32.5878963,74.051539
9119,NEAR SCHOOL ROAD GUJRAT Pakistan #9119,Residential,3335,100,5,32.5792771,74.088574
9120,NEAR BUS STOP GUJRAT Pakistan #9120,Residential,2342,40,2,32.5840384,74.090441
9121,VILLAGE LINK ROAD GUJRAT Pakistan #9121,Residential,2736,100,3,32.5730725,74.1005044
9122,UNIVERSITY ROAD GUJRAT Pakistan #9122,Highway,2498,100,2,32.5730725,74.1005044
9123,VILLAGE LINK ROAD GUJRAT Pakistan #9123,Highway,4649,40,1,32.5730725,74.1005044
9124,UNIVERSITY ROAD GUJRAT Pakistan #9124,Highway,2462,120,3,32.6096081,74.0211989
9125,NEAR PSO PUMP GUJRAT Pakistan #9125,Arterial,2665,120,1,32.6097434,74.1471292
9126,DINGA ROAD GUJRAT Pakistan #9126,Highway,3362,120,1,32.5626567,74.0539697
9127,GT ROAD GUJRAT Pakistan #9127,Highway,3076,120,2,32.5730725,74.1005044
9128,NEAR BUS STOP GUJRAT Pakistan #9128,Arterial,3274,60,6,32.5881048,74.0524328
9129,SERVICE ROAD GUJRAT Pakistan #9129,Rural,4608,60,4,32.5806524,74.0829921
9130,UNIVERSITY ROAD GUJRAT Pakistan #9130,Residential,3745,50,6,32.5819698,74.0469034
9131,VILLAGE LINK ROAD GUJRAT Pakistan #9131,Residential,942,60,3,32.6035962,74.0491065
9132,NEAR SCHOOL ROAD GUJRAT Pakistan #9132,Rural,2992,30,4,32.5730725,74.1005044
9133,BHIMBER ROAD GUJRAT Pakistan #9133,Arterial,5192,40,2,32.5250136,74.0896883
9134,NEAR SCHOOL ROAD GUJRAT Pakistan #9134,Residential,654,60,2,32.5584195,74.084546
9135,UNIVERSITY ROAD GUJRAT Pakistan #9135,Arterial,719,60,6,32.5587491,74.0429687
9136,BHIMBER ROAD GUJRAT Pakistan #9136,Residential,1005,100,6,32.5925382,74.0468811
9137,SERVICE ROAD GUJRAT Pakistan #9137,Arterial,4645,50,5,32.5392192,74.0916604
9138,DINGA ROAD GUJRAT Pakistan #9138,Arterial,5070,120,1,32.5898911,74.0503762
9139,CHOWK AREA GUJRAT Pakistan #9139,Rural,2095,30,4,32.6098864,74.0498408
9140,VILLAGE LINK ROAD GUJRAT Pakistan #9140,Highway,1308,50,4,32.5730725,74.1005044
9141,SERVICE ROAD GUJRAT Pakistan #9141,Rural,1915,40,1,32.5925382,74.0468811
9142,NEAR BUS STOP GUJRAT Pakistan #9142,Arterial,1778,50,4,32.5692876,74.0998171
9143,SERVICE ROAD GUJRAT Pakistan #9143,Highway,2323,40,4,32.5875157,74.1066395
9144,UNIVERSITY ROAD GUJRAT Pakistan #9144,Highway,4194,100,2,32.5588588,74.0433025
9145,JALALPUR JATTAN ROAD GUJRAT Pakistan #9145,Highway,1435,50,4,32.5730725,74.1005044
9146,NEAR PSO PUMP GUJRAT Pakistan #9146,Arterial,5060,60,2,32.6110417,74.0911167
9147,VILLAGE LINK ROAD GUJRAT Pakistan #9147,Arterial,1299,30,6,32.56632,74.0703689
9148,NEAR PSO PUMP GUJRAT Pakistan #9148,Rural,3389,80,3,32.6493648,74.0787831
9149,GT ROAD GUJRAT Pakistan #9149,Residential,4465,40,3,32.5245509,74.0927425
9150,DINGA ROAD GUJRAT Pakistan #9150,Rural,822,60,6,32.5637098,74.1341248
9151,BHIMBER ROAD GUJRAT Pakistan #9151,Arterial,3988,50,1,32.559205,74.060633
9152,UNIVERSITY ROAD GUJRAT Pakistan #9152,Arterial,1275,50,4,32.5692481,74.0934219
9153,NEAR PSO PUMP GUJRAT Pakistan #9153,Rural,1600,80,4,32.5730725,74.1005044
9154,NEAR BUS STOP GUJRAT Pakistan #9154,Residential,2931,40,4,32.5958119,74.0289106
9155,BHIMBER ROAD GUJRAT Pakistan #9155,Arterial,4265,50,4,32.5632439,74.0406361
9156,NEAR PSO PUMP GUJRAT Pakistan #9156,Residential,4616,100,3,32.5671586,74.0710131
9157,NEAR BUS STOP GUJRAT Pakistan #9157,Residential,3376,100,2,32.5588588,74.0433025
9158,NEAR SCHOOL ROAD GUJRAT Pakistan #9158,Residential,3929,40,5,32.8535306,74.0708196
9159,GT ROAD GUJRAT Pakistan #9159,Residential,4088,80,2,32.5079067,74.0432206
9160,DINGA ROAD GUJRAT Pakistan #9160,Rural,3913,30,5,32.6057903,74.0872892
9161,BHIMBER ROAD GUJRAT Pakistan #9161,Residential,1576,80,3,32.6209735,74.0788898
9162,VILLAGE LINK ROAD GUJRAT Pakistan #9162,Rural,4029,120,1,32.5366652,74.0586529
9163,NEAR PSO PUMP GUJRAT Pakistan #9163,Residential,1146,30,2,32.5274217,74.0990361
9164,NEAR MARKET GUJRAT Pakistan #9164,Highway,4939,120,1,32.5730725,74.1005044
9165,SERVICE ROAD GUJRAT Pakistan #9165,Rural,2517,120,5,32.5730725,74.1005044
9166,SERVICE ROAD GUJRAT Pakistan #9166,Rural,2311,120,1,32.5853175,74.0818244
9167,GT ROAD GUJRAT Pakistan #9167,Arterial,3982,120,1,32.5730725,74.1005044
9168,DINGA ROAD GUJRAT Pakistan #9168,Highway,1037,30,4,32.5693796,74.073685
9169,GT ROAD GUJRAT Pakistan #9169,Residential,712,60,5,32.6377717,74.1958929
9170,NEAR BUS STOP GUJRAT Pakistan #9170,Residential,2444,60,4,32.6209735,74.0788898
9171,NEAR MARKET GUJRAT Pakistan #9171,Arterial,2047,60,3,32.5655575,74.0878892
9172,SERVICE ROAD GUJRAT Pakistan #9172,Rural,3625,120,3,32.5730725,74.1005044
9173,VILLAGE LINK ROAD GUJRAT Pakistan #9173,Residential,1528,100,2,32.5492531,74.0601215
9174,CHOWK AREA GUJRAT Pakistan #9174,Arterial,750,30,2,32.565822,74.0516865
9175,BHIMBER ROAD GUJRAT Pakistan #9175,Arterial,2897,50,6,32.6298988,74.1460166
9176,VILLAGE LINK ROAD GUJRAT Pakistan #9176,Highway,3173,50,4,32.5274217,74.0990361
9177,GT ROAD GUJRAT Pakistan #9177,Residential,3721,80,2,32.5587491,74.0429687
9178,DINGA ROAD GUJRAT Pakistan #9178,Residential,4798,60,4,32.585018,74.0646164
9179,NEAR SCHOOL ROAD GUJRAT Pakistan #9179,Residential,3883,80,4,32.6284887,74.1810075
9180,NEAR PSO PUMP GUJRAT Pakistan #9180,Highway,3517,60,4,32.5791625,74.0826263
9181,JALALPUR JATTAN ROAD GUJRAT Pakistan #9181,Residential,2574,80,2,32.5640348,74.0575465
9182,NEAR BUS STOP GUJRAT Pakistan #9182,Residential,3266,80,6,32.5470219,74.0748072
9183,VILLAGE LINK ROAD GUJRAT Pakistan #9183,Highway,3755,60,6,32.5449782,74.0909602
9184,VILLAGE LINK ROAD GUJRAT Pakistan #9184,Highway,2674,40,6,32.49162,74.0894328
9185,DINGA ROAD GUJRAT Pakistan #9185,Residential,5157,30,1,32.6041525,74.1012386
9186,JALALPUR JATTAN ROAD GUJRAT Pakistan #9186,Rural,1906,40,5,32.5632546,74.100451
9187,SERVICE ROAD GUJRAT Pakistan #9187,Residential,1944,120,1,32.5730725,74.1005044
9188,GT ROAD GUJRAT Pakistan #9188,Residential,1333,30,5,32.583662,74.1078459
9189,NEAR MARKET GUJRAT Pakistan #9189,Residential,2745,60,4,32.6682786,74.115348
9190,GT ROAD GUJRAT Pakistan #9190,Rural,4858,100,1,32.5770468,74.080525
9191,GT ROAD GUJRAT Pakistan #9191,Arterial,3218,120,6,32.5866551,74.0632642
9192,CHOWK AREA GUJRAT Pakistan #9192,Residential,2353,60,1,32.5377219,74.0623238
9193,GT ROAD GUJRAT Pakistan #9193,Rural,3805,60,2,32.5588588,74.0433025
9194,DINGA ROAD GUJRAT Pakistan #9194,Residential,2194,50,3,32.5723863,74.0683129
9195,JALALPUR JATTAN ROAD GUJRAT Pakistan #9195,Arterial,5183,30,5,32.6659235,74.1756105
9196,VILLAGE LINK ROAD GUJRAT Pakistan #9196,Arterial,3301,60,1,32.5843296,74.0799613
9197,NEAR MARKET GUJRAT Pakistan #9197,Arterial,4079,120,5,32.5648986,74.0610319
9198,NEAR SCHOOL ROAD GUJRAT Pakistan #9198,Arterial,3445,120,6,32.5932314,74.0440804
9199,NEAR PSO PUMP GUJRAT Pakistan #9199,Rural,2675,50,3,32.8553691,74.0712866
9200,BHIMBER ROAD GUJRAT Pakistan #9200,Arterial,2555,120,6,32.5530284,74.058567
9201,JALALPUR JATTAN ROAD GUJRAT Pakistan #9201,Residential,1995,100,2,32.6377717,74.1958929
9202,NEAR MARKET GUJRAT Pakistan #9202,Residential,1742,80,5,32.6377717,74.1958929
9203,VILLAGE LINK ROAD GUJRAT Pakistan #9203,Arterial,4976,40,6,32.5724557,74.0686943
9204,JALALPUR JATTAN ROAD GUJRAT Pakistan #9204,Arterial,3824,60,2,32.5666778,74.069578
9205,GT ROAD GUJRAT Pakistan #9205,Rural,2814,100,4,32.5030015,74.0953186
9206,CHOWK AREA GUJRAT Pakistan #9206,Arterial,3512,40,5,32.5950146,74.0547562
9207,VILLAGE LINK ROAD GUJRAT Pakistan #9207,Rural,2975,30,4,32.6406782,74.0055785
9208,BHIMBER ROAD GUJRAT Pakistan #9208,Rural,3443,100,5,32.5110521,74.0418163
9209,CHOWK AREA GUJRAT Pakistan #9209,Arterial,2442,60,6,32.5588588,74.0433025
9210,JALALPUR JATTAN ROAD GUJRAT Pakistan #9210,Residential,3104,40,1,32.5950146,74.0547562
9211,NEAR PSO PUMP GUJRAT Pakistan #9211,Arterial,3254,80,3,32.6096081,74.0211989
9212,NEAR SCHOOL ROAD GUJRAT Pakistan #9212,Residential,2196,50,5,32.5730725,74.1005044
9213,NEAR BUS STOP GUJRAT Pakistan #9213,Residential,1459,80,4,32.5626069,74.0517515
9214,GT ROAD GUJRAT Pakistan #9214,Arterial,3600,100,4,32.5795915,74.0909811
9215,UNIVERSITY ROAD GUJRAT Pakistan #9215,Residential,3780,80,5,32.544637,74.1203256
9216,UNIVERSITY ROAD GUJRAT Pakistan #9216,Residential,2892,60,4,32.6008428,74.0491065
9217,VILLAGE LINK ROAD GUJRAT Pakistan #9217,Arterial,4430,50,1,32.5079067,74.0432206
9218,SERVICE ROAD GUJRAT Pakistan #9218,Arterial,3950,100,3,32.5079067,74.0432206
9219,JALALPUR JATTAN ROAD GUJRAT Pakistan #9219,Rural,2564,120,3,32.6421353,74.2063307
9220,BHIMBER ROAD GUJRAT Pakistan #9220,Residential,2941,80,3,32.5910902,74.0871118
9221,CHOWK AREA GUJRAT Pakistan #9221,Highway,1324,100,6,32.6301772,74.1837645
9222,UNIVERSITY ROAD GUJRAT Pakistan #9222,Arterial,4794,120,5,32.5964724,74.1430807
9223,BHIMBER ROAD GUJRAT Pakistan #9223,Arterial,1948,30,3,32.5730725,74.1005044
9224,UNIVERSITY ROAD GUJRAT Pakistan #9224,Residential,4588,80,5,32.6098864,74.0498408
9225,DINGA ROAD GUJRAT Pakistan #9225,Highway,900,120,2,32.5843296,74.0799613
9226,DINGA ROAD GUJRAT Pakistan #9226,Arterial,5200,30,3,32.4901455,74.0292778
9227,GT ROAD GUJRAT Pakistan #9227,Highway,4826,120,3,32.5656424,74.0765177
9228,VILLAGE LINK ROAD GUJRAT Pakistan #9228,Residential,3715,80,3,32.5744818,74.0804391
9229,NEAR SCHOOL ROAD GUJRAT Pakistan #9229,Rural,2876,30,2,32.5730725,74.1005044
9230,NEAR MARKET GUJRAT Pakistan #9230,Highway,4306,60,5,32.584226,74.071835
9231,JALALPUR JATTAN ROAD GUJRAT Pakistan #9231,Highway,1148,120,4,32.5840301,74.0740246
9232,BHIMBER ROAD GUJRAT Pakistan #9232,Residential,3975,80,5,32.5093675,74.0971763
9233,GT ROAD GUJRAT Pakistan #9233,Arterial,3779,120,4,32.6304253,74.1852753
9234,DINGA ROAD GUJRAT Pakistan #9234,Arterial,3459,40,1,32.5862974,74.0567177
9235,SERVICE ROAD GUJRAT Pakistan #9235,Rural,3809,50,2,32.6916471,74.1286799
9236,JALALPUR JATTAN ROAD GUJRAT Pakistan #9236,Highway,1674,100,2,32.5941862,74.0794966
9237,NEAR PSO PUMP GUJRAT Pakistan #9237,Rural,2777,100,5,32.5714932,74.0703673
9238,NEAR SCHOOL ROAD GUJRAT Pakistan #9238,Residential,2603,100,4,32.5730725,74.1005044
9239,VILLAGE LINK ROAD GUJRAT Pakistan #9239,Arterial,4598,120,1,32.5119798,74.0329499
9240,UNIVERSITY ROAD GUJRAT Pakistan #9240,Residential,2053,30,3,32.6120603,74.0295656
9241,NEAR MARKET GUJRAT Pakistan #9241,Rural,4025,120,5,32.6097075,74.0787731
9242,NEAR BUS STOP GUJRAT Pakistan #9242,Residential,4786,30,6,32.5875157,74.1066395
9243,GT ROAD GUJRAT Pakistan #9243,Residential,1871,60,1,32.6357563,74.1898267
9244,BHIMBER ROAD GUJRAT Pakistan #9244,Arterial,3098,60,1,32.859619,74.1692667
9245,SERVICE ROAD GUJRAT Pakistan #9245,Rural,814,80,2,32.6096081,74.0211989
9246,NEAR PSO PUMP GUJRAT Pakistan #9246,Arterial,3684,50,2,32.5730725,74.1005044
9247,JALALPUR JATTAN ROAD GUJRAT Pakistan #9247,Residential,1838,80,5,32.671882,74.0846042
9248,NEAR MARKET GUJRAT Pakistan #9248,Highway,4067,100,5,32.5657319,74.0407111
9249,NEAR BUS STOP GUJRAT Pakistan #9249,Highway,3086,40,2,32.5895937,74.0495184
9250,DINGA ROAD GUJRAT Pakistan #9250,Rural,1508,80,6,32.5588588,74.0433025
9251,GT ROAD GUJRAT Pakistan #9251,Arterial,1273,60,6,32.6096081,74.0211989
9252,BHIMBER ROAD GUJRAT Pakistan #9252,Residential,3486,40,2,32.5730725,74.1005044
9253,GT ROAD GUJRAT Pakistan #9253,Highway,4583,40,5,32.5819698,74.0469034
9254,NEAR SCHOOL ROAD GUJRAT Pakistan #9254,Arterial,825,80,6,32.5625405,74.0797928
9255,BHIMBER ROAD GUJRAT Pakistan #9255,Rural,4117,30,6,32.4901455,74.0292778
9256,SERVICE ROAD GUJRAT Pakistan #9256,Highway,4498,60,4,32.5898911,74.0503762
9257,CHOWK AREA GUJRAT Pakistan #9257,Residential,1953,40,6,32.5730725,74.1005044
9258,CHOWK AREA GUJRAT Pakistan #9258,Residential,2494,60,4,32.5588588,74.0433025
9259,NEAR BUS STOP GUJRAT Pakistan #9259,Arterial,1625,30,1,32.5730725,74.1005044
9260,CHOWK AREA GUJRAT Pakistan #9260,Residential,972,30,1,32.5754138,74.0638213
9261,DINGA ROAD GUJRAT Pakistan #9261,Rural,3243,50,1,32.6407156,74.1666998
9262,JALALPUR JATTAN ROAD GUJRAT Pakistan #9262,Residential,4739,50,3,32.6430454,74.2042109
9263,NEAR BUS STOP GUJRAT Pakistan #9263,Residential,1216,120,2,32.5819698,74.0469034
9264,UNIVERSITY ROAD GUJRAT Pakistan #9264,Residential,2699,120,4,32.5585282,74.0741634
9265,BHIMBER ROAD GUJRAT Pakistan #9265,Residential,1118,50,6,32.5155992,74.0475456
9266,UNIVERSITY ROAD GUJRAT Pakistan #9266,Residential,2252,50,2,32.5985791,74.0462154
9267,NEAR SCHOOL ROAD GUJRAT Pakistan #9267,Residential,2458,30,6,32.5927722,74.1157376
9268,UNIVERSITY ROAD GUJRAT Pakistan #9268,Arterial,3888,120,1,32.6019673,74.1347616
9269,DINGA ROAD GUJRAT Pakistan #9269,Highway,2821,60,2,32.5843073,74.0764902
9270,NEAR BUS STOP GUJRAT Pakistan #9270,Rural,3241,40,6,32.584226,74.071835
9271,UNIVERSITY ROAD GUJRAT Pakistan #9271,Highway,3751,30,2,32.5900211,74.0802769
9272,JALALPUR JATTAN ROAD GUJRAT Pakistan #9272,Residential,2704,40,4,32.5862974,74.0567177
9273,BHIMBER ROAD GUJRAT Pakistan #9273,Residential,1935,40,5,32.563397,74.0688774
9274,SERVICE ROAD GUJRAT Pakistan #9274,Residential,1844,100,4,32.564327,74.0583307
9275,VILLAGE LINK ROAD GUJRAT Pakistan #9275,Highway,2722,30,2,32.503008,74.0840346
9276,JALALPUR JATTAN ROAD GUJRAT Pakistan #9276,Residential,1141,120,1,32.5624261,74.0797779
9277,NEAR BUS STOP GUJRAT Pakistan #9277,Highway,2395,60,6,32.5862974,74.0567177
9278,BHIMBER ROAD GUJRAT Pakistan #9278,Residential,2577,30,1,32.5449782,74.0909602
9279,NEAR SCHOOL ROAD GUJRAT Pakistan #9279,Highway,720,30,6,32.5652239,74.0618346
9280,NEAR MARKET GUJRAT Pakistan #9280,Arterial,4911,40,6,32.5614167,74.0501046
9281,JALALPUR JATTAN ROAD GUJRAT Pakistan #9281,Highway,2447,40,4,32.5692876,74.0998171
9282,NEAR BUS STOP GUJRAT Pakistan #9282,Rural,5123,100,1,32.5730725,74.1005044
9283,VILLAGE LINK ROAD GUJRAT Pakistan #9283,Rural,2811,80,3,32.5723863,74.0683129
9284,JALALPUR JATTAN ROAD GUJRAT Pakistan #9284,Residential,2358,30,3,32.5377219,74.0623238
9285,CHOWK AREA GUJRAT Pakistan #9285,Residential,3635,40,4,32.5570839,74.0577813
9286,UNIVERSITY ROAD GUJRAT Pakistan #9286,Arterial,4952,50,6,32.4950197,74.0796864
9287,NEAR BUS STOP GUJRAT Pakistan #9287,Rural,3501,40,5,32.5912741,74.1841138
9288,JALALPUR JATTAN ROAD GUJRAT Pakistan #9288,Arterial,1503,80,2,32.5730725,74.1005044
9289,CHOWK AREA GUJRAT Pakistan #9289,Residential,2151,80,5,32.5632439,74.0406361
9290,NEAR PSO PUMP GUJRAT Pakistan #9290,Arterial,1677,100,1,32.5862974,74.0567177
9291,UNIVERSITY ROAD GUJRAT Pakistan #9291,Rural,4713,50,2,32.6272694,74.0777442
9292,CHOWK AREA GUJRAT Pakistan #9292,Rural,2456,40,6,32.5640348,74.0575465
9293,NEAR MARKET GUJRAT Pakistan #9293,Residential,3897,80,4,32.5693796,74.073685
9294,VILLAGE LINK ROAD GUJRAT Pakistan #9294,Rural,3350,100,3,32.5730725,74.1005044
9295,VILLAGE LINK ROAD GUJRAT Pakistan #9295,Highway,5101,120,2,32.5687924,74.0687495
9296,NEAR BUS STOP GUJRAT Pakistan #9296,Residential,945,80,3,32.5672333,74.0709434
9297,GT ROAD GUJRAT Pakistan #9297,Arterial,2819,30,1,32.5996831,74.1306025
9298,NEAR SCHOOL ROAD GUJRAT Pakistan #9298,Arterial,2152,100,6,32.5730725,74.1005044
9299,BHIMBER ROAD GUJRAT Pakistan #9299,Residential,3991,120,1,32.5636426,74.0801078
9300,NEAR BUS STOP GUJRAT Pakistan #9300,Highway,3466,120,6,32.5808474,74.0942488
9301,UNIVERSITY ROAD GUJRAT Pakistan #9301,Residential,1792,50,6,32.5832756,74.0935088
9302,NEAR MARKET GUJRAT Pakistan #9302,Rural,2299,120,4,32.5632439,74.0406361
9303,NEAR MARKET GUJRAT Pakistan #9303,Highway,3364,60,6,32.5587491,74.0429687
9304,VILLAGE LINK ROAD GUJRAT Pakistan #9304,Residential,1339,30,6,32.5730725,74.1005044
9305,SERVICE ROAD GUJRAT Pakistan #9305,Residential,2645,80,1,32.5774992,74.0671507
9306,DINGA ROAD GUJRAT Pakistan #9306,Highway,2698,40,1,32.5588588,74.0433025
9307,UNIVERSITY ROAD GUJRAT Pakistan #9307,Rural,4660,30,5,32.5723405,74.0816796
9308,SERVICE ROAD GUJRAT Pakistan #9308,Arterial,987,100,5,32.5795915,74.0909811
9309,NEAR MARKET GUJRAT Pakistan #9309,Residential,1341,50,5,32.570728,74.0759004
9310,CHOWK AREA GUJRAT Pakistan #9310,Residential,908,40,3,32.5843296,74.0799613
9311,NEAR BUS STOP GUJRAT Pakistan #9311,Arterial,4302,40,4,32.5897727,74.0514371
9312,NEAR BUS STOP GUJRAT Pakistan #9312,Rural,1664,60,2,32.5588588,74.0433025
9313,SERVICE ROAD GUJRAT Pakistan #9313,Rural,3747,60,1,32.5625405,74.0797928
9314,UNIVERSITY ROAD GUJRAT Pakistan #9314,Rural,1674,120,4,32.5093675,74.0971763
9315,DINGA ROAD GUJRAT Pakistan #9315,Rural,3368,100,1,32.5730725,74.1005044
9316,VILLAGE LINK ROAD GUJRAT Pakistan #9316,Residential,5198,80,4,32.6356051,74.0094471
9317,NEAR SCHOOL ROAD GUJRAT Pakistan #9317,Residential,4656,30,4,32.5693796,74.073685
9318,NEAR MARKET GUJRAT Pakistan #9318,Arterial,2607,120,1,32.6480365,74.2120629
9319,GT ROAD GUJRAT Pakistan #9319,Highway,4297,50,3,32.5416391,74.0031448
9320,BHIMBER ROAD GUJRAT Pakistan #9320,Arterial,4236,80,3,32.5588588,74.0433025
9321,CHOWK AREA GUJRAT Pakistan #9321,Rural,994,40,2,32.6871481,74.0953672
9322,GT ROAD GUJRAT Pakistan #9322,Arterial,3446,60,6,32.5848011,74.0559518
9323,SERVICE ROAD GUJRAT Pakistan #9323,Residential,3829,30,6,32.5763751,74.0780318
9324,NEAR BUS STOP GUJRAT Pakistan #9324,Arterial,3345,40,2,32.6399694,74.0960995
9325,VILLAGE LINK ROAD GUJRAT Pakistan #9325,Residential,3571,100,6,32.5925382,74.0468811
9326,UNIVERSITY ROAD GUJRAT Pakistan #9326,Highway,3972,30,6,32.5174169,74.0934828
9327,UNIVERSITY ROAD GUJRAT Pakistan #9327,Highway,986,50,1,32.5744818,74.0804391
9328,BHIMBER ROAD GUJRAT Pakistan #9328,Residential,1451,60,5,32.5798139,74.0787538
9329,GT ROAD GUJRAT Pakistan #9329,Highway,3077,30,4,32.5604448,74.0472217
9330,UNIVERSITY ROAD GUJRAT Pakistan #9330,Rural,989,120,1,32.6407156,74.1666998
9331,DINGA ROAD GUJRAT Pakistan #9331,Residential,3717,30,3,32.5693796,74.073685
9332,NEAR MARKET GUJRAT Pakistan #9332,Highway,4227,120,1,32.5852143,74.0429552
9333,NEAR SCHOOL ROAD GUJRAT Pakistan #9333,Highway,4126,30,1,32.5853647,74.0675061
9334,UNIVERSITY ROAD GUJRAT Pakistan #9334,Residential,1974,120,4,32.5914535,74.075601
9335,NEAR PSO PUMP GUJRAT Pakistan #9335,Rural,1312,60,3,32.5604173,74.0476896
9336,VILLAGE LINK ROAD GUJRAT Pakistan #9336,Highway,1168,50,3,32.5730725,74.1005044
9337,NEAR MARKET GUJRAT Pakistan #9337,Residential,3986,100,3,32.604262,74.1378607
9338,UNIVERSITY ROAD GUJRAT Pakistan #9338,Residential,2023,40,1,32.5723405,74.0816796
9339,NEAR BUS STOP GUJRAT Pakistan #9339,Residential,1889,40,3,32.5817481,74.0947531
9340,NEAR BUS STOP GUJRAT Pakistan #9340,Residential,950,40,1,32.5833226,74.1025865
9341,CHOWK AREA GUJRAT Pakistan #9341,Arterial,1993,120,1,32.5144506,74.0323972
9342,GT ROAD GUJRAT Pakistan #9342,Rural,1138,40,4,32.5843073,74.0764902
9343,JALALPUR JATTAN ROAD GUJRAT Pakistan #9343,Residential,1352,100,2,32.5547675,74.0882808
9344,NEAR MARKET GUJRAT Pakistan #9344,Highway,4283,60,1,32.6138873,74.0788046
9345,NEAR SCHOOL ROAD GUJRAT Pakistan #9345,Residential,4729,120,5,32.5588588,74.0433025
9346,NEAR PSO PUMP GUJRAT Pakistan #9346,Residential,3389,50,1,32.6356051,74.0094471
9347,VILLAGE LINK ROAD GUJRAT Pakistan #9347,Arterial,4978,120,4,32.5392192,74.0916604
9348,SERVICE ROAD GUJRAT Pakistan #9348,Arterial,732,50,3,32.5675134,74.1107824
9349,UNIVERSITY ROAD GUJRAT Pakistan #9349,Arterial,1380,80,2,32.5588588,74.0433025
9350,CHOWK AREA GUJRAT Pakistan #9350,Rural,2956,80,6,32.5706757,74.0814338
9351,NEAR BUS STOP GUJRAT Pakistan #9351,Rural,1558,120,3,32.6272367,74.1787933
9352,NEAR PSO PUMP GUJRAT Pakistan #9352,Rural,1535,60,1,32.5588588,74.0433025
9353,NEAR PSO PUMP GUJRAT Pakistan #9353,Highway,3491,100,4,32.6022189,74.0342452
9354,DINGA ROAD GUJRAT Pakistan #9354,Arterial,2816,120,4,32.5625405,74.0797928
9355,NEAR SCHOOL ROAD GUJRAT Pakistan #9355,Arterial,2619,50,2,32.5290351,74.0563508
